event_id,client_id,ts,hour,time_bucket,location,device,department,label,is_anomaly,anomaly_type
bd622e15-2376-480f-ae34-b71742dfdd2f,89e359b4-2a0f-4550-a0e7-e2f1747bbada,1756067218,3,bucket_0_6,unknown_country,suspicious_browser,external,0,1,suspicious_access
60e168ce-f192-4f87-8b7b-31c055e0a6d3,89e359b4-2a0f-4550-a0e7-e2f1747bbada,1756102580,3,bucket_0_6,unknown_country,suspicious_browser,external,0,1,suspicious_access
a649700c-17a5-41d6-a0dd-fff0708d84e7,89e359b4-2a0f-4550-a0e7-e2f1747bbada,1756060712,3,bucket_0_6,unknown_country,suspicious_browser,external,0,1,suspicious_access
0ac10c69-2f17-4665-b807-e7b7bb947029,c9617421-478a-41c1-bbee-47b21172d190,1756068071,11,bucket_6_12,bangalore,laptop1,cs,1,0,normal
ee12c903-58f9-4c41-955d-c3fa03cccdf0,61d7625c-b24d-41b1-b077-ea1104633eea,1756068071,10,bucket_6_12,chennai,laptop1,cs,1,0,normal
2acd131f-235b-4f7f-b94b-696ac0385a33,89e359b4-2a0f-4550-a0e7-e2f1747bbada,1756068071,9,bucket_6_12,bangalore,laptop1,math,1,0,normal
47c706d3-62cd-47b4-9085-7bf8d2b28749,714a49ec-2903-4b00-9af8-84b8dd0b27ef,1756068071,14,bucket_12_18,mumbai,legion,cs,1,0,normal
6e120ea7-dc35-4e90-928d-9ade18e2d9e0,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756011149,23,bucket_18_24,unknown_country,unknown_device,external,0,1,suspicious_access
9132d436-d2f5-4122-a6bb-67a609cf4f87,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756033509,23,bucket_18_24,unknown_country,unknown_device,external,0,1,suspicious_access
4f5eb03d-fc44-4444-ba1a-e7261ec15773,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756141531,23,bucket_18_24,unknown_country,unknown_device,external,0,1,suspicious_access
54242a0f-fa89-4960-80f6-7f078396291e,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756152688,23,bucket_18_24,unknown_country,unknown_device,external,0,1,suspicious_access
3542db51-069a-46d0-a064-6af694431568,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756082078,23,bucket_18_24,unknown_country,unknown_device,external,0,1,suspicious_access
9df62545-864a-4477-ab34-0483ea3ebc12,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756058919,23,bucket_18_24,unknown_country,unknown_device,external,0,1,suspicious_access
eddca383-f238-43ad-9cc7-97f00eaeffc5,debb3e86-ce4f-4c7e-ac51-3aeae35df148,1756068071,11,bucket_6_12,delhi,laptop1,math,1,0,normal
50ef5fd7-d89b-4b1a-92bb-716098efb060,94e10759-12fc-441a-aa97-c6f3019d4824,1756068071,15,bucket_12_18,delhi,phone1,cs,1,0,normal
e034921a-f1b5-4f95-94d7-ec6aefe80588,ebb00c7b-2731-4e87-ac8a-c628cba80e1e,1756068071,13,bucket_12_18,mumbai,legion,math,1,0,normal
62256f87-7f32-427a-843b-504e05ae0a7a,15777e9c-a85b-49d7-9a00-e16884b67b3e,1756097834,3,bucket_0_6,suspicious_location,unknown_device,unknown,0,1,suspicious_access
c57c0af7-d101-4318-9179-2046fa1708b8,15777e9c-a85b-49d7-9a00-e16884b67b3e,1756002212,3,bucket_0_6,suspicious_location,unknown_device,unknown,0,1,suspicious_access
93e564aa-dc4f-4ad7-b85b-5dfc83528659,15777e9c-a85b-49d7-9a00-e16884b67b3e,1756030268,3,bucket_0_6,suspicious_location,unknown_device,unknown,0,1,suspicious_access
5f1b93b7-dd65-4ba1-9449-a6d688d808e7,15777e9c-a85b-49d7-9a00-e16884b67b3e,1756023812,3,bucket_0_6,suspicious_location,unknown_device,unknown,0,1,suspicious_access
14e78c2a-7637-43ab-96b6-cc1282fd61df,15777e9c-a85b-49d7-9a00-e16884b67b3e,1756095619,3,bucket_0_6,suspicious_location,unknown_device,unknown,0,1,suspicious_access
d99a49e0-9773-45c8-9c7e-7d11c4249caf,15777e9c-a85b-49d7-9a00-e16884b67b3e,1756107866,3,bucket_0_6,suspicious_location,unknown_device,unknown,0,1,suspicious_access
959ea4c3-b35d-419b-8d95-e9d09a0de155,714a49ec-2903-4b00-9af8-84b8dd0b27ef,1756068071,11,bucket_6_12,delhi,legion,cs,1,0,normal
3e0d8995-c0cb-4ebc-9c6d-4afe85787c4e,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756068071,11,bucket_6_12,bangalore,laptop1,eng,1,0,normal
dbedcff3-c816-4a69-bcca-09f4e4fe2d06,60cf5959-85ae-4e29-a88b-9bb744656f8c,1756068071,17,bucket_12_18,delhi,legion,cs,1,0,normal
1deebbd7-8dd8-4696-85d5-cbb58952a041,c9617421-478a-41c1-bbee-47b21172d190,1756068071,10,bucket_6_12,bangalore,desktop,eng,1,0,normal
9df69307-43aa-4df5-8fbe-c6bb231e527a,0ff0a0b3-adbe-4e96-8862-9ddee92b7f75,1756068071,9,bucket_6_12,bangalore,laptop1,cs,1,0,normal
5d2478f0-e751-4b00-b313-6979893dc881,61d7625c-b24d-41b1-b077-ea1104633eea,1756068071,9,bucket_6_12,chennai,legion,math,1,0,normal
48cddcfb-0e37-4cfc-915d-f6aa0362aed8,7655a929-4193-4f88-bb1b-5b775a90d5d7,1756068071,12,bucket_12_18,delhi,legion,cs,1,0,normal
ef9ef52f-f65a-4524-b425-837d430ad309,50a68f04-261e-4fa4-9319-700df2a0d332,1756068071,13,bucket_12_18,chennai,legion,cs,1,0,normal
5662401e-f43a-420f-b051-2a0953e79c92,ebb00c7b-2731-4e87-ac8a-c628cba80e1e,1756068071,17,bucket_12_18,mumbai,phone1,cs,1,0,normal
c720bdf9-b9c9-4c34-888f-86ecf5a850ed,5edc18db-0dcb-4f23-98d3-54a5e8e31718,1756068071,9,bucket_6_12,bangalore,legion,cs,0,0,normal
735a3f85-b18d-4f10-a0db-6b5c77c4d424,523de4ba-6f9f-4acd-b8ae-7c3cdd25e62d,1756068071,17,bucket_12_18,mumbai,phone1,eng,1,0,normal
7f6ee7ef-636e-44b5-beff-d7cda769738b,df5d367d-6174-4411-9834-78be61f0a300,1756068071,13,bucket_12_18,mumbai,phone1,cs,1,0,normal
db433124-84a3-43d1-a379-e61c47224bcc,94e10759-12fc-441a-aa97-c6f3019d4824,1756068071,9,bucket_6_12,mumbai,tablet,math,1,0,normal
6aac9755-8852-44fc-baa9-ecff84021cb1,714da602-3789-44aa-9fb5-5740ee9acad2,1756068071,16,bucket_12_18,chennai,desktop,math,1,0,normal
4b9864ac-66df-414d-a75a-8ec84fcc8be8,94e10759-12fc-441a-aa97-c6f3019d4824,1756068071,15,bucket_12_18,delhi,phone1,cs,1,0,normal
fce999b1-6fbe-4193-bcc4-b79e6863c567,a89bb3fe-00f6-45ce-a5fe-af809a1a13a7,1756068071,10,bucket_6_12,delhi,laptop1,cs,1,0,normal
08e374bd-6dea-4548-b53b-a90a7951d725,e8c449c0-5149-405c-91c2-318e7b77956c,1756068071,16,bucket_12_18,chennai,legion,cs,1,0,normal
666e4132-bb01-4f5b-abe1-251eea500ee2,60cf5959-85ae-4e29-a88b-9bb744656f8c,1756068071,11,bucket_6_12,chennai,tablet,cs,1,0,normal
7be83b03-2eec-4155-b070-0db3083aaec4,df5d367d-6174-4411-9834-78be61f0a300,1756068071,13,bucket_12_18,chennai,legion,cs,1,0,normal
05a168f8-6fc2-4cff-8dc7-da228077bc1c,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756068071,13,bucket_12_18,chennai,laptop1,cs,1,0,normal
951e073b-b213-4c07-81eb-31380213c69f,523de4ba-6f9f-4acd-b8ae-7c3cdd25e62d,1756068071,13,bucket_12_18,chennai,legion,cs,1,0,normal
67d96284-d9cc-4bdd-9803-a469f41c6ff1,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756068071,11,bucket_6_12,chennai,laptop1,cs,1,0,normal
9d2eda9b-e81a-4951-abcf-df243b381f1c,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756127440,4,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
12617311-f382-4ebf-9d25-2a3c674f1738,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756120031,4,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
80b54dc3-c9e1-4a25-a867-2b19847aef0a,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756137649,4,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
860247d9-32ca-41f9-ae3b-da2c6dd78d6b,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756023121,4,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
c72f990a-ce89-45cd-aed8-c7b2af1d1164,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756150940,4,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
b995ecb9-5aa3-469f-9b39-bf65a024d468,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756037087,4,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
b82d13bd-0878-40d0-96f7-04b52dbbc5b5,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756120261,4,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
2eab3f1f-5755-4fc9-b970-4969104e405b,50a68f04-261e-4fa4-9319-700df2a0d332,1756068071,16,bucket_12_18,bangalore,legion,cs,1,0,normal
89def053-b183-4690-ab37-a435aa730fa1,714da602-3789-44aa-9fb5-5740ee9acad2,1756068071,16,bucket_12_18,chennai,phone1,cs,1,0,normal
504ec61a-ece8-4c8c-a55a-849a00a8a760,f061ae8b-1ff7-4778-b544-41a7c297ac80,1756068071,13,bucket_12_18,chennai,laptop1,cs,1,0,normal
1db74311-8faf-4313-bb73-c8498691f52f,f061ae8b-1ff7-4778-b544-41a7c297ac80,1756068071,12,bucket_12_18,chennai,tablet,eng,1,0,normal
b2ca3953-01b3-44f0-8fcc-7ec6cd737f30,61d7625c-b24d-41b1-b077-ea1104633eea,1756068071,11,bucket_6_12,bangalore,phone1,math,1,0,normal
d95d8342-46c0-451b-90a4-67b9f15ecd3d,61d7625c-b24d-41b1-b077-ea1104633eea,1756068071,14,bucket_12_18,bangalore,legion,math,0,0,normal
81196f1b-1674-4b96-8497-d8af1093a29d,0ff0a0b3-adbe-4e96-8862-9ddee92b7f75,1756068071,10,bucket_6_12,chennai,phone1,cs,0,0,normal
811d96ba-0cb0-4ab6-8480-2a089a6a351b,714a49ec-2903-4b00-9af8-84b8dd0b27ef,1756068071,10,bucket_6_12,bangalore,phone1,math,1,0,normal
badabc23-33f6-46bb-97ec-a686cd0446c1,7655a929-4193-4f88-bb1b-5b775a90d5d7,1756068071,17,bucket_12_18,mumbai,legion,math,1,0,normal
242aa54f-b737-4071-983d-d8825b9bf3e6,5edc18db-0dcb-4f23-98d3-54a5e8e31718,1756068071,14,bucket_12_18,mumbai,laptop1,math,1,0,normal
8297a0bf-af54-4fbb-a9b2-683032bed30b,ebb00c7b-2731-4e87-ac8a-c628cba80e1e,1756068071,13,bucket_12_18,delhi,legion,cs,1,0,normal
86e99528-3660-4714-98ad-d8489afee9b3,ebb00c7b-2731-4e87-ac8a-c628cba80e1e,1756068071,14,bucket_12_18,bangalore,phone1,cs,0,0,normal
2ed31990-b129-4475-9e90-968a3b94e46c,60cf5959-85ae-4e29-a88b-9bb744656f8c,1756068071,15,bucket_12_18,chennai,laptop1,cs,1,0,normal
bb12f6e9-03a5-4eae-a0a8-1803da9ae253,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756068071,17,bucket_12_18,chennai,phone1,cs,0,0,normal
a00d5d7d-ddd2-4d97-bc64-ef63aa8a7068,3252698c-3d5b-430f-8feb-eda4d991ca0e,1756068071,16,bucket_12_18,chennai,tablet,math,0,0,normal
7a3a8acb-1420-4312-b17b-89cd521c5ef1,f061ae8b-1ff7-4778-b544-41a7c297ac80,1756068071,10,bucket_6_12,mumbai,legion,cs,1,0,normal
e23cf83f-1e52-470e-8fc7-d0f2de79c4b0,15777e9c-a85b-49d7-9a00-e16884b67b3e,1756068071,9,bucket_6_12,bangalore,legion,cs,1,0,normal
43241856-f7d2-40b5-a493-589f5e5ef392,94e10759-12fc-441a-aa97-c6f3019d4824,1756068071,11,bucket_6_12,bangalore,legion,eng,0,0,normal
c9cff354-18c2-4c76-8715-7532668b3cda,523de4ba-6f9f-4acd-b8ae-7c3cdd25e62d,1756068071,11,bucket_6_12,chennai,tablet,math,1,0,normal
d09bc052-ba69-4a33-9473-8a7f4085fc03,a89bb3fe-00f6-45ce-a5fe-af809a1a13a7,1756068071,9,bucket_6_12,chennai,legion,cs,1,0,normal
0aaebd9f-a6b6-4a7e-a9d0-2b957eda972d,60cf5959-85ae-4e29-a88b-9bb744656f8c,1756068071,10,bucket_6_12,bangalore,legion,cs,1,0,normal
9e19d2be-fa87-4cbf-b616-f51e369d0ab0,60cf5959-85ae-4e29-a88b-9bb744656f8c,1756068071,14,bucket_12_18,chennai,desktop,cs,1,0,normal
685e3c66-a700-4536-a7c0-779ec5571f96,714da602-3789-44aa-9fb5-5740ee9acad2,1756068071,17,bucket_12_18,bangalore,desktop,cs,1,0,normal
abd2eacd-5266-4db9-a827-7e69a8efdce7,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756068071,10,bucket_6_12,bangalore,phone1,eng,1,0,normal
3c184514-bd2b-46d8-a3f9-5226275680d9,60cf5959-85ae-4e29-a88b-9bb744656f8c,1756068071,15,bucket_12_18,chennai,phone1,eng,1,0,normal
c2b78ebb-decd-424d-ac4d-034149ce0f74,ebb00c7b-2731-4e87-ac8a-c628cba80e1e,1756068071,9,bucket_6_12,chennai,desktop,math,1,0,normal
41a460ff-30c3-4560-b385-cd4e11f80387,3252698c-3d5b-430f-8feb-eda4d991ca0e,1756068071,9,bucket_6_12,delhi,laptop1,math,1,0,normal
bbe6aeb0-bc7b-4336-82af-d954afcafdb7,04654a65-c5e8-4f9b-869a-54b93c911800,1756053965,4,bucket_0_6,unknown_country,tor_exit_node,external,0,1,suspicious_access
71537c1e-3053-4832-b242-f194478d725d,04654a65-c5e8-4f9b-869a-54b93c911800,1756081552,4,bucket_0_6,unknown_country,tor_exit_node,external,0,1,suspicious_access
c71c79ab-6e28-4467-a246-4446ba16fabc,04654a65-c5e8-4f9b-869a-54b93c911800,1756074559,4,bucket_0_6,unknown_country,tor_exit_node,external,0,1,suspicious_access
ef3b3540-485d-49b6-a0dd-e8371aa799c8,04654a65-c5e8-4f9b-869a-54b93c911800,1756102592,4,bucket_0_6,unknown_country,tor_exit_node,external,0,1,suspicious_access
35bdad08-8eba-4f04-9b11-6b54c1accf62,c9617421-478a-41c1-bbee-47b21172d190,1756068071,14,bucket_12_18,chennai,laptop1,cs,1,0,normal
7b04da69-4c2c-4a64-aa12-11d7100f2e12,5edc18db-0dcb-4f23-98d3-54a5e8e31718,1756087890,2,bucket_0_6,blacklisted_region,unknown_device,unknown,0,1,suspicious_access
4898c3b6-bf66-4c8c-919d-67b4eca0a3fd,5edc18db-0dcb-4f23-98d3-54a5e8e31718,1756055612,2,bucket_0_6,blacklisted_region,unknown_device,unknown,0,1,suspicious_access
c4262e30-5f04-49e3-9e9a-a0ebeaafaccd,5edc18db-0dcb-4f23-98d3-54a5e8e31718,1756117419,2,bucket_0_6,blacklisted_region,unknown_device,unknown,0,1,suspicious_access
1e1a6d52-87d9-418e-ab08-1ae5f73940c2,5edc18db-0dcb-4f23-98d3-54a5e8e31718,1756087249,2,bucket_0_6,blacklisted_region,unknown_device,unknown,0,1,suspicious_access
9f90f0bd-cc38-4d73-b513-28b63a243918,f061ae8b-1ff7-4778-b544-41a7c297ac80,1756068071,14,bucket_12_18,mumbai,legion,cs,1,0,normal
db6ba7fb-3858-49ea-b687-9362706d595e,7655a929-4193-4f88-bb1b-5b775a90d5d7,1756068071,9,bucket_6_12,mumbai,legion,cs,1,0,normal
982612f6-70df-4aa9-9486-ba4df7a26be6,50a68f04-261e-4fa4-9319-700df2a0d332,1756068071,15,bucket_12_18,bangalore,laptop1,math,1,0,normal
a97d492c-96c3-4b44-9ab5-c404bcd9a9ec,ed71250f-c819-44b9-8de8-23a76280ab13,1756068071,12,bucket_12_18,chennai,laptop1,math,1,0,normal
3baf3117-dae7-4b26-9aa9-86479576ef8b,5edc18db-0dcb-4f23-98d3-54a5e8e31718,1756068071,17,bucket_12_18,mumbai,desktop,cs,1,0,normal
4cc3d0b6-b07f-44e7-825c-f1bb8e31d936,3252698c-3d5b-430f-8feb-eda4d991ca0e,1756123692,4,bucket_0_6,unknown_country,unknown_device,external,0,1,suspicious_access
c92eca6f-d7ed-4d4e-b4e8-627737cd16ef,3252698c-3d5b-430f-8feb-eda4d991ca0e,1755991273,4,bucket_0_6,unknown_country,unknown_device,external,0,1,suspicious_access
2103b355-1adb-46d2-8c40-32bd2ca9e32b,3252698c-3d5b-430f-8feb-eda4d991ca0e,1755995088,4,bucket_0_6,unknown_country,unknown_device,external,0,1,suspicious_access
ce14cfa7-c681-4d7c-9148-625d916d0cbb,3252698c-3d5b-430f-8feb-eda4d991ca0e,1756030160,4,bucket_0_6,unknown_country,unknown_device,external,0,1,suspicious_access
a5d4c262-97bc-4140-b730-41ca08f43e26,3252698c-3d5b-430f-8feb-eda4d991ca0e,1756079353,4,bucket_0_6,unknown_country,unknown_device,external,0,1,suspicious_access
7a084c40-9c8f-40c7-9c65-fab2bbcb4a71,3252698c-3d5b-430f-8feb-eda4d991ca0e,1756039408,4,bucket_0_6,unknown_country,unknown_device,external,0,1,suspicious_access
e001122e-91e7-4763-a9da-4321973f5d80,3252698c-3d5b-430f-8feb-eda4d991ca0e,1756065921,4,bucket_0_6,unknown_country,unknown_device,external,0,1,suspicious_access
55c55f5b-677d-4904-a487-37824686e2e6,ed71250f-c819-44b9-8de8-23a76280ab13,1756068071,9,bucket_6_12,chennai,desktop,eng,1,0,normal
c374aae3-9a08-4319-a94e-f8d83ace3528,714a49ec-2903-4b00-9af8-84b8dd0b27ef,1756068071,11,bucket_6_12,chennai,laptop1,eng,0,0,normal
e4407793-70c4-4176-a739-0f1f3057e085,a89bb3fe-00f6-45ce-a5fe-af809a1a13a7,1756068071,12,bucket_12_18,bangalore,phone1,cs,1,0,normal
9eb2e581-c52c-42e3-9fe9-e6392da7e46d,df5d367d-6174-4411-9834-78be61f0a300,1756009967,23,bucket_18_24,unknown_country,tor_exit_node,external,0,1,suspicious_access
20fe9d1c-4e77-4578-b880-39fd7deb6fd7,df5d367d-6174-4411-9834-78be61f0a300,1756104619,23,bucket_18_24,unknown_country,tor_exit_node,external,0,1,suspicious_access
d2b96322-c377-4210-96c2-036ea916cc86,df5d367d-6174-4411-9834-78be61f0a300,1756010339,23,bucket_18_24,unknown_country,tor_exit_node,external,0,1,suspicious_access
95768893-44d3-4aff-a557-3322b0b33864,df5d367d-6174-4411-9834-78be61f0a300,1756053858,23,bucket_18_24,unknown_country,tor_exit_node,external,0,1,suspicious_access
b5118068-2e43-4047-81b2-e35b1d416126,df5d367d-6174-4411-9834-78be61f0a300,1756126184,23,bucket_18_24,unknown_country,tor_exit_node,external,0,1,suspicious_access
c2e772e9-f5cf-4c0b-82d4-b2fba4c134d5,7655a929-4193-4f88-bb1b-5b775a90d5d7,1756068071,17,bucket_12_18,bangalore,tablet,cs,1,0,normal
be5bb52f-f007-4f22-b77d-8a9ddf9e70a5,04654a65-c5e8-4f9b-869a-54b93c911800,1756064566,3,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
5c70be6f-d13c-4d00-9d6b-7952f4c252a4,04654a65-c5e8-4f9b-869a-54b93c911800,1756062770,3,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
be14d243-21af-4b91-af82-8b019308ed00,04654a65-c5e8-4f9b-869a-54b93c911800,1756140462,3,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
fa8511f6-2f2c-4ef2-a34e-76cf78e2b3e9,04654a65-c5e8-4f9b-869a-54b93c911800,1756007707,3,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
c1ef2cd6-a629-44c5-ae7f-4d01e4fe044c,04654a65-c5e8-4f9b-869a-54b93c911800,1756034607,3,bucket_0_6,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
6f65a58c-baaa-4d9f-8d08-c1e954ad7951,ed71250f-c819-44b9-8de8-23a76280ab13,1756068071,17,bucket_12_18,chennai,legion,cs,1,0,normal
c343360b-a143-49fb-90c2-05012a29addf,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756068071,9,bucket_6_12,chennai,desktop,math,1,0,normal
c151248a-08c6-4b37-932b-ec678e30b8ca,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756068071,16,bucket_12_18,chennai,laptop1,cs,1,0,normal
b4b56720-0f82-4f41-8b78-1d0af342eaf1,61d7625c-b24d-41b1-b077-ea1104633eea,1756068071,11,bucket_6_12,bangalore,desktop,cs,0,0,normal
63b9868b-1b8d-4db3-a7a0-7bd0bed0de81,ebb00c7b-2731-4e87-ac8a-c628cba80e1e,1756068071,10,bucket_6_12,chennai,laptop1,cs,1,0,normal
a6a59398-f502-4f85-b23a-d65e10a7e532,04654a65-c5e8-4f9b-869a-54b93c911800,1756068071,17,bucket_12_18,mumbai,legion,cs,1,0,normal
7a5d9a4f-54b9-4833-b980-3fe3bdfa25a0,0ff0a0b3-adbe-4e96-8862-9ddee92b7f75,1756034813,23,bucket_18_24,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
147b40f0-5002-4a96-950c-b2fdbe1363f8,0ff0a0b3-adbe-4e96-8862-9ddee92b7f75,1756006278,23,bucket_18_24,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
2a84d068-26b8-49b1-8487-681b5256c9e4,0ff0a0b3-adbe-4e96-8862-9ddee92b7f75,1756085087,23,bucket_18_24,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
811758ae-4bad-4c3b-ba3c-6208e1ae0a02,0ff0a0b3-adbe-4e96-8862-9ddee92b7f75,1756079566,23,bucket_18_24,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
f384c17d-ea71-4b73-af27-eecd181ca34c,0ff0a0b3-adbe-4e96-8862-9ddee92b7f75,1755982934,23,bucket_18_24,blacklisted_region,tor_exit_node,unknown,0,1,suspicious_access
9fde2ab0-010b-4028-9035-bc57dbdf528f,f061ae8b-1ff7-4778-b544-41a7c297ac80,1756068071,11,bucket_6_12,mumbai,tablet,math,1,0,normal
4c582f1d-1f25-49a4-aa4d-cffec8ea0443,714da602-3789-44aa-9fb5-5740ee9acad2,1756068071,15,bucket_12_18,bangalore,tablet,math,0,0,normal
bc4a0a89-35e0-492b-91a9-e4d54ab68ebf,d6d412d2-8070-49d5-ac65-99413c5a75d6,1756068071,10,bucket_6_12,mumbai,phone1,math,0,0,normal
c292ecda-5136-4db2-a731-0adb5cea34d0,f35d3a22-1f79-4cff-9c7f-3f9131f169c9,1756068071,17,bucket_12_18,bangalore,phone1,cs,1,0,normal
d449f983-1bb1-49b4-bda0-f5b9fd956527,df5d367d-6174-4411-9834-78be61f0a300,1756068071,9,bucket_6_12,mumbai,tablet,cs,0,0,normal
